FF111;Basic Material Wholesaling
CC31;Wood Product Manufacturing
KK111;Banking and Financing
GH134;Pharmaceutical and Other Store Based Retailing
EE113;Non-Residential Building Construction
AA13;Dairy Cattle Farming
EE;Construction
AA11;Horticulture and Fruit Growing
CC521;Basic Chemical and Basic Polymer Manufacturing
RS21;Other Services
RS;Arts, Recreation and Other Services
CC41;Printing
MN111;Scientific, Architectural and Engineering Services
FF112;Machinery and Equipment Wholesaling
AA131;Dairy Cattle Farming
KK112;Financial Asset Investing
MN115;Computer System Design and Related Services
CC211;Textile and Leather Manufacturing
GH135;Non-Store and Commission Based Retailing
LL111;Rental and Hiring Services (except Real Estate)
PP111;Preschool Education
RS11;Arts and Recreation Services
CC911;Furniture Manufacturing
CC811;Transport Equipment Manufacturing
RS214;Civil, Professional and Other Interest Groups
PP113;Tertiary Education
LL111;Rental and Hiring Services (except Real Estate)
AA12;Sheep, Beef Cattle and Grain Farming
DD;Electricity, Gas, Water and Waste Services
CC211;Textile and Leather Manufacturing
PP114;Adult, Community and Other Education
JJ;Information Media and Telecommunications
CC321;Pulp, Paper and Converted Paper Product Manufacturing
MN213;Building Cleaning, Pest Control and Other Support Services
KK112;Financial Asset Investing
CC41;Printing
CC151;Beverage and Tobacco Product Manufacturing
FF112;Machinery and Equipment Wholesaling
LL112;Non-Financial Asset Leasing
RS113;Gambling Activities
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
CC531;Polymer Product and Rubber Product Manufacturing
LL11;Rental and Hiring Services (except Real Estate)
RS;Arts, Recreation and Other Services
GH211;Accommodation
CC53;Polymer Product and Rubber Product Manufacturing
CC32;Pulp, Paper and Converted Paper Product Manufacturing
DD11;Electricity and Gas Supply
CC531;Polymer Product and Rubber Product Manufacturing
MN115;Computer System Design and Related Services
AA141;Poultry, Deer and Other Livestock Farming
KK;Financial and Insurance Services
LL111;Rental and Hiring Services (except Real Estate)
PP113;Tertiary Education
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
CC82;Machinery and Other Equipment Manufacturing
II12;Rail, Water, Air and Other Transport
MN;Professional, Scientific, Technical, Administrative and Support Services
KK12;Insurance
JJ12;Telecommunications, Internet and Library Services
AA13;Dairy Cattle Farming
MN114;Veterinary and Other Professional Services
LL111;Rental and Hiring Services (except Real Estate)
QQ111;Hospitals
AA;Agriculture, Forestry and Fishing
CC;Manufacturing
AA31;Fishing and Aquaculture
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
EE;Construction
GH;Retail Trade and Accommodation
CC53;Polymer Product and Rubber Product Manufacturing
OO;Public Order, Safety and Regulatory Services
AA12;Sheep, Beef Cattle and Grain Farming
LL12;Property Operators and Real Estate Services
CC52;Basic Chemical and Chemical Product Manufacturing
FF114;Grocery, Liquor and Tobacco Product Wholesaling
II11;Road Transport
OO;Public Order, Safety and Regulatory Services
QQ113;Residential Care Services and Social Assistance
II133;Warehousing and Storage Services
CC15;Beverage and Tobacco Product Manufacturing
AA;Agriculture, Forestry and Fishing
LL111;Rental and Hiring Services (except Real Estate)
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
CC61;Non-Metallic Mineral Product Manufacturing
QQ113;Residential Care Services and Social Assistance
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
PP114;Adult, Community and Other Education
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
PP114;Adult, Community and Other Education
RS212;Personal Care, Funeral and Other Personal Services
II131;Postal and Courier Pick Up and Delivery Services
GH;Retail Trade and Accommodation
OO213;Public Order, Safety and Regulatory Services
GH134;Pharmaceutical and Other Store Based Retailing
LL122;Non-Residential Property Operation
KK112;Financial Asset Investing
MN11;Professional, Scientific and Technical Services
MN;Professional, Scientific, Technical, Administrative and Support Services
KK11;Finance
GH13;Other Store-Based Retailing and Non Store Retailing
RS113;Gambling Activities
AA;Agriculture, Forestry and Fishing
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
FF115;Other Goods Wholesaling
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
MN;Professional, Scientific, Technical, Administrative and Support Services
CC711;Primary Metal and Metal Product Manufacturing
CC912;Other Manufacturing
FF;Wholesale Trade
RS21;Other Services
RS113;Gambling Activities
KK121;Life Insurance
CC82;Machinery and Other Equipment Manufacturing
EE112;Residential Building Construction
CC;Manufacturing
ZZ11;Food Product Manufacturing
EE11;Building Construction
AA21;Forestry and Logging
CC51;Petroleum and Coal Product Manufacturing
MN211;Travel Agency and Tour Arrangement Services
JJ12;Telecommunications, Internet and Library Services
CC61;Non-Metallic Mineral Product Manufacturing
II13;Postal, Courier, Transport Support, and Warehousing Services
CC41;Printing
LL12;Property Operators and Real Estate Services
QQ112;Medical and Other Health Care Services
CC;Manufacturing
CC52;Basic Chemical and Chemical Product Manufacturing
QQ113;Residential Care Services and Social Assistance
CC91;Furniture and Other Manufacturing
EE13;Construction Services
CC821;Electronic and Electrical Equipment Manufacturing
GH131;Furniture, Electrical and Hardware Retailing
MN213;Building Cleaning, Pest Control and Other Support Services
QQ;Health Care and Social Assistance
CC821;Electronic and Electrical Equipment Manufacturing
KK112;Financial Asset Investing
JJ;Information Media and Telecommunications
CC721;Fabricated Metal Product Manufacturing
KK12;Insurance
LL12;Property Operators and Real Estate Services
MN212;Employment and Other Administrative Services
PP111;Preschool Education
GH21;Accommodation and Food Services
MN213;Building Cleaning, Pest Control and Other Support Services
RS113;Gambling Activities
II11;Road Transport
QQ113;Residential Care Services and Social Assistance
CC31;Wood Product Manufacturing
FF112;Machinery and Equipment Wholesaling
AA13;Dairy Cattle Farming
RS112;Sport and Recreation Activities
FF112;Machinery and Equipment Wholesaling
CC31;Wood Product Manufacturing
MN213;Building Cleaning, Pest Control and Other Support Services
RS11;Arts and Recreation Services
CC811;Transport Equipment Manufacturing
AA31;Fishing and Aquaculture
AA111;Horticulture and Fruit Growing
CC71;Primary Metal and Metal Product Manufacturing
QQ112;Medical and Other Health Care Services
PP114;Adult, Community and Other Education
KK111;Banking and Financing
AA11;Horticulture and Fruit Growing
RS11;Arts and Recreation Services
EE13;Construction Services
QQ113;Residential Care Services and Social Assistance
CC531;Polymer Product and Rubber Product Manufacturing
RS111;Heritage and Artistic Activities
KK111;Banking and Financing
GH21;Accommodation and Food Services
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
II131;Postal and Courier Pick Up and Delivery Services
CC15;Beverage and Tobacco Product Manufacturing
KK122;Health and General Insurance
CC82;Machinery and Other Equipment Manufacturing
CC91;Furniture and Other Manufacturing
GH131;Furniture, Electrical and Hardware Retailing
GH133;Department Stores
KK12;Insurance
CC51;Petroleum and Coal Product Manufacturing
MN111;Scientific, Architectural and Engineering Services
PP;Education and Training
GH135;Non-Store and Commission Based Retailing
BB;Mining
CC211;Textile and Leather Manufacturing
GH;Retail Trade and Accommodation
CC511;Petroleum and Coal Product Manufacturing
OO;Public Order, Safety and Regulatory Services
FF112;Machinery and Equipment Wholesaling
EE113;Non-Residential Building Construction
GH12;Supermarket, Grocery Stores and Specialised Food Retailing
EE131;Construction Services
CC521;Basic Chemical and Basic Polymer Manufacturing
GH212;Food and Beverage Services
CC211;Textile and Leather Manufacturing
KK13;Auxiliary Finance and Insurance Services
RS214;Civil, Professional and Other Interest Groups
CC611;Non-Metallic Mineral Product Manufacturing
EE112;Residential Building Construction
LL;Rental, Hiring and Real Estate Services
MN21;Administrative and Support Services
CC912;Other Manufacturing
QQ;Health Care and Social Assistance
CC52;Basic Chemical and Chemical Product Manufacturing
EE11;Building Construction
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
CC61;Non-Metallic Mineral Product Manufacturing
MN114;Veterinary and Other Professional Services
FF111;Basic Material Wholesaling
CC912;Other Manufacturing
GH211;Accommodation
CC321;Pulp, Paper and Converted Paper Product Manufacturing
AA21;Forestry and Logging
EE112;Residential Building Construction
PP114;Adult, Community and Other Education
CC911;Furniture Manufacturing
AA141;Poultry, Deer and Other Livestock Farming
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
AA131;Dairy Cattle Farming
RS112;Sport and Recreation Activities
II11;Road Transport
II133;Warehousing and Storage Services
JJ12;Telecommunications, Internet and Library Services
EE13;Construction Services
CC721;Fabricated Metal Product Manufacturing
CC15;Beverage and Tobacco Product Manufacturing
CC53;Polymer Product and Rubber Product Manufacturing
AA131;Dairy Cattle Farming
II11;Road Transport
FF111;Basic Material Wholesaling
EE13;Construction Services
CC611;Non-Metallic Mineral Product Manufacturing
ZZ11;Food Product Manufacturing
CC411;Printing
GH131;Furniture, Electrical and Hardware Retailing
EE11;Building Construction
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
RS112;Sport and Recreation Activities
FF;Wholesale Trade
PP;Education and Training
MN113;Advertising, Market Research and Management Services
MN212;Employment and Other Administrative Services
LL122;Non-Residential Property Operation
EE13;Construction Services
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
RS214;Civil, Professional and Other Interest Groups
MN21;Administrative and Support Services
CC15;Beverage and Tobacco Product Manufacturing
FF116;Commission Based Wholesaling
FF114;Grocery, Liquor and Tobacco Product Wholesaling
FF112;Machinery and Equipment Wholesaling
DD11;Electricity and Gas Supply
II131;Postal and Courier Pick Up and Delivery Services
QQ;Health Care and Social Assistance
KK13;Auxiliary Finance and Insurance Services
CC521;Basic Chemical and Basic Polymer Manufacturing
RS211;Repair and Maintenance
CC15;Beverage and Tobacco Product Manufacturing
KK;Financial and Insurance Services
AA31;Fishing and Aquaculture
AA211;Forestry and Logging
AA12;Sheep, Beef Cattle and Grain Farming
JJ12;Telecommunications, Internet and Library Services
FF114;Grocery, Liquor and Tobacco Product Wholesaling
EE121;Heavy and Civil Engineering Construction
AA11;Horticulture and Fruit Growing
CC31;Wood Product Manufacturing
CC;Manufacturing
PP111;Preschool Education
QQ111;Hospitals
II111;Road Transport
GH135;Non-Store and Commission Based Retailing
AA11;Horticulture and Fruit Growing
BB;Mining
MN114;Veterinary and Other Professional Services
II11;Road Transport
CC82;Machinery and Other Equipment Manufacturing
QQ112;Medical and Other Health Care Services
AA31;Fishing and Aquaculture
MN113;Advertising, Market Research and Management Services
GH135;Non-Store and Commission Based Retailing
CC21;Textile, Leather, Clothing and Footwear Manufacturing
QQ;Health Care and Social Assistance
II111;Road Transport
GH12;Supermarket, Grocery Stores and Specialised Food Retailing
AA12;Sheep, Beef Cattle and Grain Farming
AA111;Horticulture and Fruit Growing
RS212;Personal Care, Funeral and Other Personal Services
GH131;Furniture, Electrical and Hardware Retailing
BB;Mining
CC53;Polymer Product and Rubber Product Manufacturing
AA131;Dairy Cattle Farming
PP111;Preschool Education
OO213;Public Order, Safety and Regulatory Services
AA11;Horticulture and Fruit Growing
DD12;Water, Sewerage, Drainage and Waste Services
CC411;Printing
RS;Arts, Recreation and Other Services
JJ11;Information Media Services
QQ113;Residential Care Services and Social Assistance
EE11;Building Construction
GH212;Food and Beverage Services
LL122;Non-Residential Property Operation
DD11;Electricity and Gas Supply
PP111;Preschool Education
EE12;Heavy and Civil Engineering Construction
RS;Arts, Recreation and Other Services
PP112;School Education
MN112;Legal and Accounting Services
MN211;Travel Agency and Tour Arrangement Services
MN114;Veterinary and Other Professional Services
CC822;Machinery Manufacturing
99999;All industries
GH134;Pharmaceutical and Other Store Based Retailing
CC912;Other Manufacturing
LL112;Non-Financial Asset Leasing
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
MN114;Veterinary and Other Professional Services
GH133;Department Stores
CC91;Furniture and Other Manufacturing
CC31;Wood Product Manufacturing
CC311;Wood Product Manufacturing
CC53;Polymer Product and Rubber Product Manufacturing
EE112;Residential Building Construction
KK13;Auxiliary Finance and Insurance Services
AA;Agriculture, Forestry and Fishing
RS112;Sport and Recreation Activities
GH131;Furniture, Electrical and Hardware Retailing
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
GH212;Food and Beverage Services
AA;Agriculture, Forestry and Fishing
PP;Education and Training
DD11;Electricity and Gas Supply
CC522;Fertiliser and Pesticide Manufacturing
RS11;Arts and Recreation Services
RS111;Heritage and Artistic Activities
CC721;Fabricated Metal Product Manufacturing
QQ;Health Care and Social Assistance
CC41;Printing
RS;Arts, Recreation and Other Services
RS113;Gambling Activities
CC72;Fabricated Metal Product Manufacturing
KK112;Financial Asset Investing
II12;Rail, Water, Air and Other Transport
EE113;Non-Residential Building Construction
QQ112;Medical and Other Health Care Services
JJ12;Telecommunications, Internet and Library Services
RS21;Other Services
II13;Postal, Courier, Transport Support, and Warehousing Services
CC911;Furniture Manufacturing
GH12;Supermarket, Grocery Stores and Specialised Food Retailing
PP114;Adult, Community and Other Education
II131;Postal and Courier Pick Up and Delivery Services
EE11;Building Construction
CC711;Primary Metal and Metal Product Manufacturing
PP114;Adult, Community and Other Education
II13;Postal, Courier, Transport Support, and Warehousing Services
AA21;Forestry and Logging
RS21;Other Services
JJ12;Telecommunications, Internet and Library Services
AA131;Dairy Cattle Farming
LL;Rental, Hiring and Real Estate Services
CC41;Printing
FF;Wholesale Trade
AA;Agriculture, Forestry and Fishing
FF111;Basic Material Wholesaling
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
CC711;Primary Metal and Metal Product Manufacturing
EE12;Heavy and Civil Engineering Construction
MN11;Professional, Scientific and Technical Services
CC;Manufacturing
AA111;Horticulture and Fruit Growing
LL122;Non-Residential Property Operation
AA12;Sheep, Beef Cattle and Grain Farming
PP112;School Education
JJ;Information Media and Telecommunications
FF115;Other Goods Wholesaling
EE131;Construction Services
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
CC32;Pulp, Paper and Converted Paper Product Manufacturing
II13;Postal, Courier, Transport Support, and Warehousing Services
AA21;Forestry and Logging
AA141;Poultry, Deer and Other Livestock Farming
CC61;Non-Metallic Mineral Product Manufacturing
AA211;Forestry and Logging
LL122;Non-Residential Property Operation
RS211;Repair and Maintenance
KK11;Finance
LL123;Real Estate Services
EE12;Heavy and Civil Engineering Construction
CC912;Other Manufacturing
AA211;Forestry and Logging
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
LL122;Non-Residential Property Operation
II133;Warehousing and Storage Services
PP111;Preschool Education
FF111;Basic Material Wholesaling
CC72;Fabricated Metal Product Manufacturing
OO213;Public Order, Safety and Regulatory Services
LL11;Rental and Hiring Services (except Real Estate)
AA141;Poultry, Deer and Other Livestock Farming
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
CC821;Electronic and Electrical Equipment Manufacturing
GH131;Furniture, Electrical and Hardware Retailing
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
CC821;Electronic and Electrical Equipment Manufacturing
KK12;Insurance
CC822;Machinery Manufacturing
PP113;Tertiary Education
CC321;Pulp, Paper and Converted Paper Product Manufacturing
RS212;Personal Care, Funeral and Other Personal Services
ZZ11;Food Product Manufacturing
AA11;Horticulture and Fruit Growing
RS21;Other Services
KK131;Auxiliary Finance and Insurance Services
QQ111;Hospitals
CC212;Clothing, Knitted Products and Footwear Manufacturing
KK121;Life Insurance
GH133;Department Stores
MN21;Administrative and Support Services
EE13;Construction Services
AA211;Forestry and Logging
CC72;Fabricated Metal Product Manufacturing
FF112;Machinery and Equipment Wholesaling
II12;Rail, Water, Air and Other Transport
CC31;Wood Product Manufacturing
OO21;Public Order, Safety and Regulatory Services
CC151;Beverage and Tobacco Product Manufacturing
AA31;Fishing and Aquaculture
CC71;Primary Metal and Metal Product Manufacturing
GH133;Department Stores
FF115;Other Goods Wholesaling
CC71;Primary Metal and Metal Product Manufacturing
CC81;Transport Equipment Manufacturing
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
FF;Wholesale Trade
OO;Public Order, Safety and Regulatory Services
KK;Financial and Insurance Services
LL12;Property Operators and Real Estate Services
AA13;Dairy Cattle Farming
RS11;Arts and Recreation Services
JJ;Information Media and Telecommunications
AA;Agriculture, Forestry and Fishing
GH135;Non-Store and Commission Based Retailing
MN114;Veterinary and Other Professional Services
OO;Public Order, Safety and Regulatory Services
II133;Warehousing and Storage Services
CC61;Non-Metallic Mineral Product Manufacturing
MN115;Computer System Design and Related Services
LL111;Rental and Hiring Services (except Real Estate)
GH13;Other Store-Based Retailing and Non Store Retailing
CC15;Beverage and Tobacco Product Manufacturing
MN11;Professional, Scientific and Technical Services
II11;Road Transport
MN213;Building Cleaning, Pest Control and Other Support Services
EE12;Heavy and Civil Engineering Construction
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
LL111;Rental and Hiring Services (except Real Estate)
LL12;Property Operators and Real Estate Services
CC721;Fabricated Metal Product Manufacturing
MN211;Travel Agency and Tour Arrangement Services
CC811;Transport Equipment Manufacturing
RS11;Arts and Recreation Services
MN211;Travel Agency and Tour Arrangement Services
PP113;Tertiary Education
RS;Arts, Recreation and Other Services
CC811;Transport Equipment Manufacturing
AA141;Poultry, Deer and Other Livestock Farming
OO213;Public Order, Safety and Regulatory Services
PP112;School Education
GH;Retail Trade and Accommodation
GH211;Accommodation
99999;All industries
AA13;Dairy Cattle Farming
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
II11;Road Transport
AA13;Dairy Cattle Farming
MN112;Legal and Accounting Services
GH133;Department Stores
LL111;Rental and Hiring Services (except Real Estate)
JJ11;Information Media Services
CC911;Furniture Manufacturing
RS212;Personal Care, Funeral and Other Personal Services
AA11;Horticulture and Fruit Growing
MN213;Building Cleaning, Pest Control and Other Support Services
FF116;Commission Based Wholesaling
OO213;Public Order, Safety and Regulatory Services
CC72;Fabricated Metal Product Manufacturing
EE113;Non-Residential Building Construction
KK111;Banking and Financing
II;Transport, Postal and Warehousing
CC82;Machinery and Other Equipment Manufacturing
CC151;Beverage and Tobacco Product Manufacturing
CC82;Machinery and Other Equipment Manufacturing
CC51;Petroleum and Coal Product Manufacturing
QQ111;Hospitals
CC212;Clothing, Knitted Products and Footwear Manufacturing
EE11;Building Construction
CC711;Primary Metal and Metal Product Manufacturing
GH13;Other Store-Based Retailing and Non Store Retailing
FF;Wholesale Trade
PP114;Adult, Community and Other Education
CC411;Printing
EE11;Building Construction
CC53;Polymer Product and Rubber Product Manufacturing
OO213;Public Order, Safety and Regulatory Services
CC;Manufacturing
GH12;Supermarket, Grocery Stores and Specialised Food Retailing
DD12;Water, Sewerage, Drainage and Waste Services
CC911;Furniture Manufacturing
CC211;Textile and Leather Manufacturing
CC212;Clothing, Knitted Products and Footwear Manufacturing
EE;Construction
CC822;Machinery Manufacturing
AA121;Sheep, Beef Cattle and Grain Farming
MN113;Advertising, Market Research and Management Services
AA;Agriculture, Forestry and Fishing
II13;Postal, Courier, Transport Support, and Warehousing Services
CC61;Non-Metallic Mineral Product Manufacturing
FF116;Commission Based Wholesaling
EE121;Heavy and Civil Engineering Construction
CC912;Other Manufacturing
CC411;Printing
CC41;Printing
CC15;Beverage and Tobacco Product Manufacturing
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
EE121;Heavy and Civil Engineering Construction
RS;Arts, Recreation and Other Services
CC822;Machinery Manufacturing
CC511;Petroleum and Coal Product Manufacturing
GH134;Pharmaceutical and Other Store Based Retailing
II;Transport, Postal and Warehousing
LL112;Non-Financial Asset Leasing
FF114;Grocery, Liquor and Tobacco Product Wholesaling
AA31;Fishing and Aquaculture
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
KK111;Banking and Financing
CC31;Wood Product Manufacturing
CC82;Machinery and Other Equipment Manufacturing
PP;Education and Training
CC51;Petroleum and Coal Product Manufacturing
GH21;Accommodation and Food Services
AA21;Forestry and Logging
CC711;Primary Metal and Metal Product Manufacturing
FF114;Grocery, Liquor and Tobacco Product Wholesaling
FF114;Grocery, Liquor and Tobacco Product Wholesaling
MN111;Scientific, Architectural and Engineering Services
GH134;Pharmaceutical and Other Store Based Retailing
CC522;Fertiliser and Pesticide Manufacturing
KK122;Health and General Insurance
EE112;Residential Building Construction
CC82;Machinery and Other Equipment Manufacturing
AA12;Sheep, Beef Cattle and Grain Farming
FF114;Grocery, Liquor and Tobacco Product Wholesaling
GH135;Non-Store and Commission Based Retailing
AA11;Horticulture and Fruit Growing
DD12;Water, Sewerage, Drainage and Waste Services
MN11;Professional, Scientific and Technical Services
II13;Postal, Courier, Transport Support, and Warehousing Services
II132;Transport Support Services
CC81;Transport Equipment Manufacturing
GH12;Supermarket, Grocery Stores and Specialised Food Retailing
KK13;Auxiliary Finance and Insurance Services
99999;All industries
AA11;Horticulture and Fruit Growing
CC521;Basic Chemical and Basic Polymer Manufacturing
CC41;Printing
EE131;Construction Services
GH135;Non-Store and Commission Based Retailing
FF111;Basic Material Wholesaling
MN212;Employment and Other Administrative Services
LL111;Rental and Hiring Services (except Real Estate)
CC32;Pulp, Paper and Converted Paper Product Manufacturing
GH12;Supermarket, Grocery Stores and Specialised Food Retailing
CC52;Basic Chemical and Chemical Product Manufacturing
CC522;Fertiliser and Pesticide Manufacturing
II;Transport, Postal and Warehousing
GH131;Furniture, Electrical and Hardware Retailing
EE113;Non-Residential Building Construction
RS21;Other Services
CC15;Beverage and Tobacco Product Manufacturing
EE121;Heavy and Civil Engineering Construction
AA131;Dairy Cattle Farming
CC611;Non-Metallic Mineral Product Manufacturing
RS112;Sport and Recreation Activities
CC531;Polymer Product and Rubber Product Manufacturing
CC51;Petroleum and Coal Product Manufacturing
CC321;Pulp, Paper and Converted Paper Product Manufacturing
CC151;Beverage and Tobacco Product Manufacturing
CC811;Transport Equipment Manufacturing
GH135;Non-Store and Commission Based Retailing
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
KK;Financial and Insurance Services
CC911;Furniture Manufacturing
II111;Road Transport
AA31;Fishing and Aquaculture
LL123;Real Estate Services
AA121;Sheep, Beef Cattle and Grain Farming
MN112;Legal and Accounting Services
CC411;Printing
GH13;Other Store-Based Retailing and Non Store Retailing
CC82;Machinery and Other Equipment Manufacturing
CC912;Other Manufacturing
CC72;Fabricated Metal Product Manufacturing
LL123;Real Estate Services
AA13;Dairy Cattle Farming
KK131;Auxiliary Finance and Insurance Services
KK112;Financial Asset Investing
FF111;Basic Material Wholesaling
KK;Financial and Insurance Services
OO;Public Order, Safety and Regulatory Services
QQ112;Medical and Other Health Care Services
FF116;Commission Based Wholesaling
CC15;Beverage and Tobacco Product Manufacturing
MN21;Administrative and Support Services
MN11;Professional, Scientific and Technical Services
GH212;Food and Beverage Services
LL111;Rental and Hiring Services (except Real Estate)
CC721;Fabricated Metal Product Manufacturing
LL111;Rental and Hiring Services (except Real Estate)
GH211;Accommodation
QQ;Health Care and Social Assistance
CC212;Clothing, Knitted Products and Footwear Manufacturing
FF112;Machinery and Equipment Wholesaling
RS113;Gambling Activities
LL123;Real Estate Services
FF111;Basic Material Wholesaling
MN11;Professional, Scientific and Technical Services
AA11;Horticulture and Fruit Growing
KK12;Insurance
CC212;Clothing, Knitted Products and Footwear Manufacturing
QQ112;Medical and Other Health Care Services
MN213;Building Cleaning, Pest Control and Other Support Services
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
JJ12;Telecommunications, Internet and Library Services
LL;Rental, Hiring and Real Estate Services
KK111;Banking and Financing
CC822;Machinery Manufacturing
II13;Postal, Courier, Transport Support, and Warehousing Services
EE113;Non-Residential Building Construction
RS11;Arts and Recreation Services
AA;Agriculture, Forestry and Fishing
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
CC822;Machinery Manufacturing
GH21;Accommodation and Food Services
CC822;Machinery Manufacturing
MN212;Employment and Other Administrative Services
II13;Postal, Courier, Transport Support, and Warehousing Services
GH;Retail Trade and Accommodation
II131;Postal and Courier Pick Up and Delivery Services
CC311;Wood Product Manufacturing
EE131;Construction Services
KK121;Life Insurance
CC32;Pulp, Paper and Converted Paper Product Manufacturing
CC511;Petroleum and Coal Product Manufacturing
KK121;Life Insurance
II133;Warehousing and Storage Services
CC721;Fabricated Metal Product Manufacturing
QQ112;Medical and Other Health Care Services
MN11;Professional, Scientific and Technical Services
II11;Road Transport
LL112;Non-Financial Asset Leasing
CC32;Pulp, Paper and Converted Paper Product Manufacturing
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
CC151;Beverage and Tobacco Product Manufacturing
MN112;Legal and Accounting Services
AA141;Poultry, Deer and Other Livestock Farming
CC41;Printing
CC53;Polymer Product and Rubber Product Manufacturing
II;Transport, Postal and Warehousing
AA12;Sheep, Beef Cattle and Grain Farming
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
RS11;Arts and Recreation Services
II133;Warehousing and Storage Services
KK12;Insurance
II111;Road Transport
MN114;Veterinary and Other Professional Services
QQ;Health Care and Social Assistance
II11;Road Transport
GH211;Accommodation
CC511;Petroleum and Coal Product Manufacturing
CC53;Polymer Product and Rubber Product Manufacturing
CC511;Petroleum and Coal Product Manufacturing
CC211;Textile and Leather Manufacturing
RS;Arts, Recreation and Other Services
MN115;Computer System Design and Related Services
ZZ11;Food Product Manufacturing
AA141;Poultry, Deer and Other Livestock Farming
MN113;Advertising, Market Research and Management Services
OO;Public Order, Safety and Regulatory Services
RS21;Other Services
QQ111;Hospitals
MN212;Employment and Other Administrative Services
GH;Retail Trade and Accommodation
FF116;Commission Based Wholesaling
CC21;Textile, Leather, Clothing and Footwear Manufacturing
JJ12;Telecommunications, Internet and Library Services
CC321;Pulp, Paper and Converted Paper Product Manufacturing
CC31;Wood Product Manufacturing
CC32;Pulp, Paper and Converted Paper Product Manufacturing
CC822;Machinery Manufacturing
CC32;Pulp, Paper and Converted Paper Product Manufacturing
GH12;Supermarket, Grocery Stores and Specialised Food Retailing
II131;Postal and Courier Pick Up and Delivery Services
CC21;Textile, Leather, Clothing and Footwear Manufacturing
LL111;Rental and Hiring Services (except Real Estate)
DD11;Electricity and Gas Supply
II12;Rail, Water, Air and Other Transport
MN111;Scientific, Architectural and Engineering Services
EE131;Construction Services
LL111;Rental and Hiring Services (except Real Estate)
II11;Road Transport
CC721;Fabricated Metal Product Manufacturing
LL12;Property Operators and Real Estate Services
RS214;Civil, Professional and Other Interest Groups
CC71;Primary Metal and Metal Product Manufacturing
CC411;Printing
KK;Financial and Insurance Services
CC811;Transport Equipment Manufacturing
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
AA12;Sheep, Beef Cattle and Grain Farming
CC821;Electronic and Electrical Equipment Manufacturing
PP112;School Education
CC81;Transport Equipment Manufacturing
RS21;Other Services
CC321;Pulp, Paper and Converted Paper Product Manufacturing
EE131;Construction Services
QQ112;Medical and Other Health Care Services
KK122;Health and General Insurance
EE11;Building Construction
KK13;Auxiliary Finance and Insurance Services
PP111;Preschool Education
GH;Retail Trade and Accommodation
PP112;School Education
RS;Arts, Recreation and Other Services
CC21;Textile, Leather, Clothing and Footwear Manufacturing
LL12;Property Operators and Real Estate Services
GH;Retail Trade and Accommodation
CC41;Printing
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
LL122;Non-Residential Property Operation
EE13;Construction Services
CC52;Basic Chemical and Chemical Product Manufacturing
KK131;Auxiliary Finance and Insurance Services
CC211;Textile and Leather Manufacturing
MN212;Employment and Other Administrative Services
EE11;Building Construction
FF115;Other Goods Wholesaling
PP114;Adult, Community and Other Education
GH13;Other Store-Based Retailing and Non Store Retailing
CC21;Textile, Leather, Clothing and Footwear Manufacturing
GH21;Accommodation and Food Services
MN115;Computer System Design and Related Services
GH;Retail Trade and Accommodation
CC912;Other Manufacturing
OO213;Public Order, Safety and Regulatory Services
MN113;Advertising, Market Research and Management Services
FF112;Machinery and Equipment Wholesaling
QQ;Health Care and Social Assistance
RS111;Heritage and Artistic Activities
EE13;Construction Services
FF116;Commission Based Wholesaling
